guesses,green_expected,yellow_expected
lanes,0.381857451,1.249676026
lanks,0.26825054,0.994816415
lants,0.304535637,1.159395248
lapin,0.318358531,1.01987041
lapis,0.27775378,1.089416847
lapje,0.377537797,0.911015119
larch,0.365010799,1.025485961
lards,0.284665227,1.174946004
lardy,0.426349892,0.946868251
laree,0.559395248,1.003887689
lares,0.392224622,1.363282937
largo,0.297192225,1.15637149
laris,0.323110151,1.256155508
larks,0.278617711,1.108423326
larky,0.420302376,0.880345572
larns,0.333477322,1.203887689
larnt,0.427213823,1.13174946
larum,0.29287257,1.066522678
lased,0.391792657,1.161987041
laser,0.432397408,1.323110151
lases,0.35637149,1.0587473
lassi,0.281641469,0.957235421
lassu,0.277321814,0.879481641
lassy,0.43412527,0.705399568
lasts,0.279049676,0.968466523
latah,0.347300216,0.806479482
lated,0.405183585,1.170194384
laten,0.410367171,1.242764579
latex,0.357667387,1.073866091
lathi,0.233693305,1.169330454
laths,0.244492441,1.145572354
lathy,0.386177106,0.9174946
latke,0.423326134,1.079481641
latus,0.267818575,1.155939525
lauan,0.366738661,0.770194384
lauch,0.36587473,0.860475162
lauds,0.285529158,1.009935205
laufs,0.270842333,0.953779698
laund,0.369762419,0.896760259
laura,0.333477322,0.927429806
laval,0.327861771,0.469114471
lavas,0.276025918,0.756803456
laved,0.378401728,0.973218143
laver,0.419006479,1.134341253
laves,0.342980562,1.115334773
lavra,0.28336933,0.844492441
lavvy,0.367170626,0.55075594
lawed,0.368466523,1.002591793
lawer,0.409071274,1.163714903
lawin,0.304535637,0.968034557
lawks,0.219438445,0.889848812
lawns,0.274298056,0.985313175
lawny,0.415982721,0.757235421
laxed,0.362419006,0.940820734
laxer,0.403023758,1.101943844
laxes,0.32699784,1.082937365
laxly,0.401295896,0.497192225
layed,0.369762419,1.09762419
layin,0.305831533,1.063066955
layup,0.241036717,0.957667387
lazar,0.335637149,0.742980562
lazed,0.361987041,0.940388769
lazes,0.326565875,1.0825054
lazos,0.246220302,0.997840173
lazzi,0.187041037,0.781425486
lazzo,0.207343413,0.772354212
leads,0.320518359,1.233261339
leady,0.462203024,1.005183585
leafs,0.305831533,1.177105832
leaks,0.314470842,1.166738661
leams,0.320086393,1.202591793
leans,0.369330454,1.262203024
leany,0.511015119,1.03412527
leaps,0.312311015,1.231101512
leare,0.523542117,1.039740821
lears,0.35637149,1.399136069
leary,0.498056156,1.171058315
leats,0.35075594,1.331317495
leavy,0.452267819,0.919654428
leaze,0.466522678,0.750323974
leben,0.360691145,0.801727862
leccy,0.389632829,0.73174946
ledes,0.327861771,0.907991361
ledgy,0.365010799,0.839740821
ledum,0.228509719,0.992656587
leear,0.380993521,1.182289417
leeks,0.258315335,0.904967603
leeps,0.256155508,0.969330454
leers,0.300215983,1.137365011
leese,0.475161987,0.603023758
leets,0.294600432,1.069546436
leeze,0.410367171,0.416414687
lefte,0.396112311,0.79049676
lefts,0.228941685,1.149892009
leger,0.400431965,0.900215983
leges,0.324406048,0.881209503
legge,0.387041037,0.556803456
leggo,0.22937365,0.930885529
legit,0.349028078,1.08336933
lehrs,0.227645788,1.299352052
lehua,0.20950324,1.279049676
leirs,0.338660907,1.304103672
leish,0.390928726,1.05399568
leman,0.295464363,1.198272138
lemed,0.357235421,0.740820734
lemel,0.373650108,0.59524838
lemes,0.321814255,0.882937365
lemma,0.225917927,1.036717063
lemme,0.380993521,0.563714903
lends,0.247948164,1.151187905
lenes,0.355507559,0.958099352
lengs,0.250971922,1.117926566
lenis,0.286393089,1.232397408
lenos,0.275161987,1.254859611
lense,0.4587473,0.854859611
lenti,0.267386609,1.27300216
lento,0.287688985,1.263930886
leone,0.509287257,0.828509719
lepid,0.286825054,1.037149028
lepra,0.260907127,1.377537797
lepta,0.255291577,1.309719222
lered,0.401295896,0.929589633
leres,0.36587473,1.071706263
lerps,0.250107991,1.262634989
lesbo,0.212526998,1.19524838
leses,0.330021598,0.767170626
lests,0.252699784,1.058315335
letch,0.316198704,1.064362851
lethe,0.385313175,0.876025918
letup,0.250107991,1.120086393
leuch,0.339524838,0.950323974
leuco,0.304535637,1.112311015
leuds,0.259179266,1.099784017
leugh,0.306695464,0.919222462
levas,0.249676026,1.208639309
levee,0.483801296,0.392224622
leves,0.31663067,0.823758099
levin,0.28812095,1.028509719
levis,0.247516199,1.098056156
lewis,0.237580994,1.127429806
lexes,0.300647948,0.791360691
lexis,0.231533477,1.065658747
lezes,0.300215983,0.790928726
lezza,0.183585313,0.96112311
lezzy,0.313174946,0.619438445
liana,0.364146868,0.854859611
liane,0.519222462,1.125269978
liang,0.354211663,0.964146868
liard,0.374514039,1.098056156
liars,0.339092873,1.240172786
liart,0.432829374,1.168034557
liber,0.378833693,1.112742981
libra,0.243196544,1.18488121
libri,0.220302376,0.825917927
lichi,0.166306695,0.760259179
licht,0.270842333,0.933477322
licit,0.32699784,0.723974082
licks,0.188768898,0.9174946
lidar,0.319654428,1.152915767
lidos,0.230237581,1.045788337
liefs,0.232397408,1.137796976
liens,0.295896328,1.222894168
liers,0.282937365,1.359827214
lieus,0.252699784,1.225917927
lieve,0.404319654,0.749028078
lifer,0.365010799,1.100215983
lifes,0.288984881,1.081209503
lifts,0.211663067,0.990928726
ligan,0.280777538,1.037580994
liger,0.383153348,1.122678186
ligge,0.369762419,0.779265659
ligne,0.415550756,0.966306695
liked,0.318790497,0.942980562
liker,0.359395248,1.104103672
likes,0.28336933,1.085097192
likin,0.254859611,0.639308855
lills,0.2587473,0.597408207
lilos,0.245788337,0.901079914
lilts,0.248812095,0.895464363
liman,0.278185745,1.039308855
limas,0.237580994,1.108855292
limax,0.225485961,0.870410367
limba,0.189632829,1.005615551
limbi,0.166738661,0.646652268
limbs,0.177537797,0.892008639
limby,0.319222462,0.663930886
limed,0.339956803,0.963282937
limen,0.345140389,1.035853132
limes,0.304535637,1.105399568
limey,0.446220302,0.877321814
limma,0.208639309,0.87775378
limns,0.245788337,0.94600432
limos,0.224190065,1.020734341
limpa,0.200863931,1.028509719
limps,0.188768898,0.914902808
linac,0.269114471,1.113174946
linch,0.311015119,0.842764579
linds,0.230669546,0.992224622
lindy,0.372354212,0.764146868
lined,0.373650108,1.038444924
lines,0.338228942,1.180561555
liney,0.479913607,0.952483801
linga,0.245788337,1.072570194
lings,0.233693305,0.958963283
lingy,0.37537797,0.730885529
linin,0.309719222,0.50712743
links,0.22462203,0.925701944
linky,0.366306695,0.69762419
linns,0.279481641,0.793520518
linny,0.421166307,0.565442765
linos,0.257883369,1.095896328
lints,0.260907127,1.090280778
linty,0.402591793,0.862203024
linum,0.23887689,0.883801296
linux,0.224190065,0.78574514
lions,0.324838013,1.028941685
lipas,0.236285097,1.130885529
lipes,0.303239741,1.127429806
lipin,0.274730022,0.681641469
lipos,0.222894168,1.042764579
lippy,0.329157667,0.567602592
liras,0.281641469,1.29762419
lirks,0.234989201,1.039308855
lirot,0.361987041,1.137365011
lisks,0.199136069,0.734773218
lisle,0.412526998,0.899352052
lisps,0.196976242,0.799136069
lists,0.235421166,0.899352052
litai,0.24838013,1.001295896
litas,0.259179266,1.246652268
lited,0.361555076,1.101079914
liter,0.402159827,1.262203024
lites,0.326133909,1.243196544
litho,0.210367171,1.091144708
liths,0.200863931,1.076457883
litre,0.421598272,1.242764579
lived,0.334773218,0.904103672
liven,0.339956803,0.976673866
lives,0.299352052,1.046220302
livor,0.295032397,0.980561555
livre,0.394816415,1.045788337
llano,0.36112311,0.869546436
loach,0.416846652,0.902807775
loads,0.33650108,1.052267819
loafs,0.321814255,0.996112311
loams,0.336069114,1.021598272
loans,0.385313175,1.081209503
loast,0.473866091,1.043196544
loave,0.493736501,0.988768898
lobar,0.345140389,1.094168467
lobed,0.371490281,0.929589633
lobes,0.336069114,1.071706263
lobos,0.255723542,0.731317495
lobus,0.23412527,0.915334773
loche,0.377537797,1.005615551
lochs,0.210367171,0.983585313
locie,0.433693305,1.065226782
locis,0.266522678,1.043196544
locks,0.222030238,0.895464363
locos,0.255291577,0.809935205
locum,0.236285097,0.853563715
loden,0.384449244,1.03887689
lodes,0.343844492,1.108423326
loess,0.323974082,0.989632829
lofts,0.244924406,0.968898488
logan,0.314038877,1.015550756
loges,0.340388769,1.081641469
loggy,0.377537797,0.50712743
logia,0.28336933,1.08812095
logie,0.438444924,0.996544276
logoi,0.24924406,0.765010799
logon,0.300647948,0.671706263
logos,0.260043197,0.7412527
lohan,0.288984881,1.074730022
loids,0.318790497,0.957235421
loins,0.367602592,0.986177106
loipe,0.47775378,0.977105832
loirs,0.354643629,1.123110151
lokes,0.31663067,1.063066955
lolls,0.292008639,0.57537797
lolly,0.433693305,0.347300216
lolog,0.281209503,0.484233261
lomas,0.270842333,1.086825054
lomed,0.373218143,0.9412527
lomes,0.337796976,1.08336933
loner,0.447516199,1.177537797
longa,0.279049676,1.050539957
longe,0.43412527,0.958963283
longs,0.266954644,0.936933045
looby,0.431533477,0.469114471
looed,0.452267819,0.768466523
looey,0.558531317,0.6825054
loofa,0.306695464,0.779697624
loofs,0.294600432,0.666090713
looie,0.514902808,0.825485961
looks,0.303239741,0.655723542
looky,0.444924406,0.427645788
looms,0.308855292,0.691576674
loons,0.358099352,0.751187905
loony,0.499784017,0.523110151
loops,0.301079914,0.720086393
loord,0.380561555,0.74600432
loots,0.339524838,0.820302376
loped,0.371922246,0.963282937
loper,0.412526998,1.124406048
lopes,0.33650108,1.105399568
loppy,0.362419006,0.545572354
loral,0.366738661,0.987904968
loran,0.355507559,1.206047516
lords,0.274298056,1.083801296
lordy,0.415982721,0.855723542
lorel,0.433693305,0.984449244
lores,0.381857451,1.272138229
loric,0.310583153,1.094168467
loris,0.312742981,1.165010799
losed,0.381425486,1.070842333
losel,0.397840173,0.925269978
losen,0.386609071,1.143412527
loses,0.34600432,0.967602592
lossy,0.423758099,0.61425486
lotah,0.336933045,1.077321814
lotas,0.292440605,1.22462203
lotes,0.359395248,1.221166307
lotic,0.28812095,1.043196544
lotos,0.279049676,0.880777538
lotsa,0.307559395,1.20950324
lotta,0.294168467,0.982721382
lotte,0.44924406,0.891144708
lotto,0.291576674,0.628077754
lotus,0.257451404,1.064794816
loued,0.418142549,0.965010799
lough,0.322678186,0.738228942
louie,0.480777538,1.022030238
louis,0.313606911,1
louma,0.286825054,1.001727862
lound,0.359395248,0.805615551
louns,0.323974082,0.947732181
loupe,0.43412527,0.938660907
loups,0.266954644,0.91663067
loure,0.478185745,1.106695464
lours,0.311015119,1.084665227
loury,0.452699784,0.856587473
louts,0.305399568,1.016846652
lovat,0.359395248,0.955507559
loved,0.368034557,0.882073434
loves,0.332613391,1.024190065
lovey,0.474298056,0.796112311
lovie,0.430669546,0.939092873
lowan,0.296328294,0.987473002
lowed,0.358099352,0.911447084
lowes,0.322678186,1.053563715
lownd,0.299352052,0.752051836
lowne,0.431101512,0.916198704
lowns,0.263930886,0.894168467
lowps,0.206911447,0.863066955
lowry,0.392656587,0.803023758
lowse,0.425917927,0.950323974
lowts,0.245356371,0.963282937
loxed,0.352051836,0.849676026
loxes,0.31663067,0.991792657
lozen,0.356803456,0.921814255
luach,0.376673866,0.849676026
luaus,0.301943844,0.838012959
lubed,0.331317495,0.876457883
lubes,0.295896328,1.018574514
lubra,0.236285097,1.109719222
luces,0.295464363,1.097192225
lucks,0.181857451,0.842332613
lucre,0.390928726,1.096760259
ludes,0.303671706,1.055291577
ludic,0.232397408,0.877321814
ludos,0.223326134,0.97062635
luffa,0.171922246,0.795680346
luffs,0.159827214,0.682073434
luged,0.335637149,0.886393089
luger,0.376241901,1.047516199
luges,0.300215983,1.028509719
lulls,0.251835853,0.52224622
lulus,0.217278618,0.56112311
lumas,0.230669546,1.033693305
lumbi,0.159827214,0.840604752
lumme,0.356803456,0.711015119
lummy,0.331317495,0.460907127
lumps,0.181857451,0.839740821
lunas,0.264362851,1.108855292
lunes,0.331317495,1.105399568
lunet,0.425053996,1.033261339
lungi,0.215982721,0.907559395
lungs,0.226781857,0.883801296
lunks,0.217710583,0.850539957
lunts,0.25399568,1.01511879
lupin,0.267818575,0.875593952
lured,0.377105832,1.076889849
lurer,0.417710583,0.90237581
lures,0.341684665,1.219006479
lurex,0.329589633,0.980561555
lurgi,0.226349892,1.021166307
lurgy,0.378833693,0.769330454
lurks,0.228077754,0.964146868
lurry,0.411663067,0.632829374
lurve,0.391360691,0.967170626
luser,0.381857451,1.178833693
lushy,0.32224622,0.765010799
lusks,0.192224622,0.659611231
lusts,0.228509719,0.824190065
lusus,0.203887689,0.565010799
lutea,0.331317495,1.281641469
luted,0.354643629,1.025917927
luter,0.39524838,1.187041037
lutes,0.319222462,1.168034557
luvvy,0.31663067,0.406479482
luxed,0.31187905,0.796544276
luxer,0.352483801,0.957667387
luxes,0.276457883,0.938660907
lweis,0.217278618,1.147732181
lyams,0.225485961,1.021598272
lyard,0.297192225,1.076025918
lyart,0.355507559,1.14600432
lyase,0.436717063,1.137365011
lycea,0.237149028,1.263930886
lycee,0.392224622,0.790928726
lycra,0.165442765,1.241468683
lymes,0.227213823,1.08336933
lynes,0.260907127,1.158531317
lyres,0.271274298,1.272138229
lysed,0.270842333,1.070842333
lyses,0.235421166,0.967602592
lysin,0.206911447,1.036285097
lysis,0.166306695,0.860475162
lysol,0.206911447,0.840604752
lyssa,0.183585313,0.955939525
lyted,0.284233261,1.079049676
lytes,0.248812095,1.221166307
lythe,0.290712743,1.076457883
lytic,0.177537797,1.043196544
lytta,0.183585313,0.982721382
maaed,0.498056156,0.668682505
maare,0.558099352,0.810367171
maars,0.390928726,0.788336933
mabes,0.354643629,1.003887689
macas,0.287257019,0.723974082
maced,0.389632829,0.940388769
macer,0.430237581,1.101511879
maces,0.354211663,1.0825054
mache,0.396112311,0.937796976
machi,0.218142549,0.939524838
machs,0.228941685,0.915766739
macks,0.240604752,0.827645788
macle,0.45399568,0.995680346
macon,0.314470842,0.928293737
madge,0.425053996,0.841036717
madid,0.328725702,0.641036717
madre,0.457883369,1.040172786
maerl,0.386609071,1.231101512
mafic,0.269546436,0.813390929
mages,0.358963283,1.013822894
maggs,0.254427646,0.667386609
magot,0.372354212,0.857019438
magus,0.257019438,0.857451404
mahoe,0.420734341,1.010367171
mahua,0.244060475,0.66825054
mahwa,0.219438445,0.579265659
maids,0.337365011,0.889416847
maiko,0.340820734,0.837580994
maiks,0.331317495,0.822894168
maile,0.544708423,0.990928726
maill,0.42937365,0.681209503
mails,0.377537797,0.968898488
maims,0.336933045,0.73650108
mains,0.386177106,0.918358531
maire,0.540388769,1.077321814
mairs,0.373218143,1.055291577
maise,0.548164147,0.974514039
maist,0.474730022,0.880345572
makar,0.344276458,0.655723542
makes,0.335205184,0.99524838
makis,0.266090713,0.88812095
makos,0.254859611,0.910583153
malam,0.313606911,0.523542117
malar,0.387041037,0.805183585
malas,0.311015119,0.786177106
malax,0.298920086,0.547732181
males,0.377969762,1.144708423
malic,0.306695464,0.966738661
malik,0.342116631,0.825053996
malis,0.308855292,1.037580994
malls,0.310583153,0.787041037
malms,0.269978402,0.803455724
malmy,0.411663067,0.57537797
malts,0.300647948,1.054427646
malty,0.442332613,0.826349892
malus,0.276025918,0.988336933
malva,0.272570194,0.622462203
malwa,0.26349892,0.650971922
mamas,0.289416847,0.534773218
mamba,0.241468683,0.431533477
mamee,0.523542117,0.533909287
mamey,0.498056156,0.665226782
mamie,0.454427646,0.808207343
manas,0.323110151,0.732181425
manat,0.416846652,0.660043197
mandi,0.271706263,0.926133909
maneb,0.379265659,0.950323974
maned,0.425485961,0.948596112
maneh,0.434557235,0.943412527
manes,0.390064795,1.090712743
manet,0.483801296,1.018574514
mangs,0.285529158,0.869114471
manis,0.320950324,0.983585313
manky,0.418142549,0.607775378
manna,0.343412527,0.455291577
manos,0.309719222,1.006047516
manse,0.493304536,0.987473002
manta,0.324838013,0.752051836
manto,0.32224622,1.01511879
manty,0.454427646,0.772354212
manul,0.339956803,0.895464363
manus,0.28812095,0.934341253
mapau,0.27300216,0.625053996
maqui,0.217710583,0.792656587
marae,0.500647948,0.867818575
marah,0.377969762,0.698488121
maras,0.333477322,0.845788337
marcs,0.328725702,1.013822894
mardy,0.434557235,0.787904968
mares,0.400431965,1.204319654
marge,0.463066955,1.00475162
margs,0.295896328,0.982721382
maria,0.343412527,0.848812095
marid,0.366738661,0.955075594
marka,0.298920086,0.701079914
marks,0.286825054,0.949460043
marle,0.500215983,1.1174946
marls,0.333045356,1.095464363
marly,0.474730022,0.867386609
marms,0.292440605,0.863066955
maron,0.360691145,1.050107991
maror,0.396112311,0.803023758
marra,0.340820734,0.597840173
marri,0.317926566,0.869978402
marse,0.503671706,1.101079914
marts,0.323110151,1.114038877
marvy,0.42462203,0.70237581
masas,0.29762419,0.5412527
mased,0.4,1.003023758
maser,0.440604752,1.164146868
mases,0.364578834,0.899784017
mashy,0.380993521,0.750323974
masks,0.250971922,0.644924406
massa,0.312742981,0.526133909
massy,0.442332613,0.546436285
masts,0.287257019,0.80950324
masty,0.428941685,0.826781857
masus,0.262634989,0.743412527
matai,0.300215983,0.818574514
mated,0.413390929,1.011231102
mater,0.45399568,1.172354212
mates,0.377969762,1.153347732
maths,0.252699784,0.986609071
matin,0.349460043,0.976673866
matlo,0.320086393,1.059179266
matte,0.467818575,0.823326134
matts,0.300647948,0.801295896
matza,0.261339093,0.593088553
matzo,0.2587473,0.856155508
mauby,0.415982721,0.597840173
mauds,0.293736501,0.850971922
mauls,0.333909287,0.930453564
maund,0.377969762,0.737796976
mauri,0.318790497,1.040604752
mausy,0.479049676,0.685961123
mauts,0.323974082,0.949028078
mauzy,0.41425486,0.499352052
maven,0.391792657,0.886825054
mavie,0.44924406,0.871274298
mavin,0.322678186,0.779697624
mavis,0.282073434,0.84924406
mawed,0.376673866,0.84362851
mawks,0.227645788,0.730885529
mawky,0.369330454,0.502807775
mawns,0.2825054,0.826349892
mawrs,0.269546436,0.963282937
maxed,0.37062635,0.781857451
maxes,0.335205184,0.923974082
maxis,0.266090713,0.816846652
mayan,0.316198704,0.652699784
mayas,0.275593952,0.72224622
mayed,0.377969762,0.938660907
mayos,0.262203024,0.996112311
mayst,0.372354212,0.88336933
mazed,0.370194384,0.781425486
mazer,0.410799136,0.942548596
mazes,0.334773218,0.923542117
mazey,0.476457883,0.695464363
mazut,0.326565875,0.695032397
mbira,0.261339093,1.015982721
meads,0.328725702,1.074298056
meals,0.368898488,1.153779698
meane,0.544708423,0.743844492
means,0.377537797,1.103239741
meany,0.519222462,0.875161987
meare,0.53174946,0.880777538
mease,0.539524838,0.777969762
meath,0.403455724,1.025053996
meats,0.358963283,1.172354212
mebos,0.247948164,1.009071274
mechs,0.202591793,1.005615551
mecks,0.21425486,0.9174946
medii,0.256155508,0.777969762
medle,0.435853132,0.662203024
meeds,0.272570194,0.812526998
meers,0.308423326,0.978401728
meets,0.302807775,0.910583153
meffs,0.192224622,0.757235421
meins,0.359827214,1.008207343
meint,0.453563715,0.936069114
meiny,0.501511879,0.78012959
meith,0.38574514,0.930021598
mekka,0.207343413,0.860043197
melas,0.284665227,1.238012959
melba,0.236717063,1.134773218
melds,0.244060475,1.046220302
melic,0.280345572,1.056587473
melik,0.315766739,0.914902808
mells,0.284233261,0.876889849
melts,0.274298056,1.144276458
melty,0.415982721,0.916198704
memes,0.330021598,0.601727862
memos,0.249676026,0.898488121
menad,0.332181425,1.041900648
mends,0.256155508,0.992224622
mened,0.399136069,0.657019438
menes,0.363714903,0.799136069
menge,0.426349892,0.599568035
mengs,0.259179266,0.958963283
mensa,0.31187905,1.168898488
mense,0.466954644,0.695896328
mensh,0.344276458,0.907991361
menta,0.298488121,1.203887689
mento,0.295896328,1.104967603
menus,0.261771058,1.024190065
meous,0.30712743,1.031965443
meows,0.2825054,0.942980562
merch,0.346868251,0.95637149
mercs,0.30237581,1.103671706
merde,0.433693305,0.746436285
mered,0.40950324,0.77062635
merel,0.425917927,0.873866091
merer,0.450107991,0.596112311
meres,0.374082073,0.912742981
meril,0.356803456,1.148164147
meris,0.304967603,1.187041037
merks,0.260475162,1.039308855
merle,0.473866091,0.825917927
merls,0.306695464,1.185313175
merse,0.477321814,0.80950324
mesal,0.323110151,1.199568035
mesas,0.271274298,0.993088553
mesel,0.390064795,0.814686825
meses,0.338228942,0.608207343
meshy,0.354643629,0.840172786
mesic,0.266954644,1.057019438
mesne,0.446652268,0.716198704
meson,0.298488121,1.080777538
messy,0.415982721,0.636285097
mesto,0.270410367,1.159395248
meted,0.387041037,0.719654428
metes,0.35161987,0.861771058
metho,0.235853132,1.091144708
meths,0.226349892,1.076457883
metic,0.280345572,1.065226782
metif,0.278185745,0.962850972
metis,0.2825054,1.136069114
metol,0.323110151,1.119654428
metre,0.447084233,0.861339093
meuse,0.478185745,0.644492441
meved,0.360259179,0.522678186
meves,0.324838013,0.664794816
mewed,0.350323974,0.552051836
mewls,0.247516199,0.966738661
meynt,0.351187905,0.939092873
mezes,0.308423326,0.631965443
mezze,0.346868251,0.329157667
mezzo,0.189200864,0.703239741
mhorr,0.371058315,0.599568035
miaou,0.323542117,0.965010799
miaow,0.330453564,0.844492441
miasm,0.357667387,0.715766739
miaul,0.368898488,0.908423326
micas,0.24362851,1.016846652
miche,0.352483801,0.868682505
micht,0.279049676,0.774514039
micks,0.196976242,0.758531317
micky,0.338660907,0.530453564
micos,0.230237581,0.928725702
micra,0.250971922,1.104535637
middy,0.352915767,0.40475162
midgy,0.355939525,0.521814255
midis,0.249676026,0.59524838
miens,0.304103672,1.063930886
mieve,0.412526998,0.590064795
miffs,0.174946004,0.598272138
miffy,0.31663067,0.370194384
mifty,0.361555076,0.603887689
miggs,0.210799136,0.598272138
mihas,0.223326134,1.007343413
mihis,0.221166307,0.627645788
miked,0.32699784,0.784017279
mikes,0.291576674,0.926133909
mikra,0.231965443,1.017278618
mikva,0.186177106,0.76587473
milch,0.30712743,0.737796976
milds,0.226781857,0.887257019
miler,0.410367171,1.094600432
miles,0.334341253,1.075593952
milfs,0.212095032,0.831101512
milia,0.277321814,0.812958963
milko,0.230237581,0.835421166
milks,0.220734341,0.820734341
mille,0.43412527,0.739956803
mills,0.266954644,0.717926566
milor,0.330021598,1.009935205
milos,0.25399568,0.990928726
milpa,0.230669546,0.998704104
milts,0.257019438,0.985313175
milty,0.398704104,0.757235421
miltz,0.243196544,0.747732181
mimed,0.348164147,0.682073434
mimeo,0.32224622,0.83887689
mimer,0.388768898,0.843196544
mimes,0.312742981,0.824190065
mimsy,0.39049676,0.470842333
minae,0.446652268,1.047084233
minar,0.355507559,1.044060475
minas,0.279481641,1.025053996
mincy,0.416414687,0.603023758
minds,0.23887689,0.833261339
mined,0.381857451,0.879481641
mines,0.346436285,1.021598272
minge,0.409071274,0.822030238
mings,0.241900648,0.8
mingy,0.383585313,0.571922246
minis,0.277321814,0.645356371
minke,0.4,0.788768898
minks,0.232829374,0.766738661
minny,0.42937365,0.406479482
minos,0.266090713,0.936933045
mints,0.269114471,0.931317495
mired,0.392224622,0.993088553
mires,0.356803456,1.135205184
mirex,0.344708423,0.896760259
mirid,0.323110151,0.616846652
mirin,0.328293737,0.689416847
mirks,0.243196544,0.880345572
mirky,0.38488121,0.652267819
mirly,0.431101512,0.798272138
miros,0.276457883,1.050539957
mirvs,0.239308855,0.861339093
mirza,0.240172786,0.936933045
misch,0.293736501,0.738228942
misdo,0.222894168,0.90237581
mises,0.320950324,0.830669546
misgo,0.225917927,0.869114471
misos,0.240604752,0.74600432
missa,0.269114471,0.819006479
mists,0.24362851,0.740388769
misty,0.385313175,0.757667387
mitch,0.30712743,0.746436285
miter,0.410367171,1.103239741
mites,0.334341253,1.084233261
mitis,0.265226782,0.707991361
mitre,0.429805616,1.083801296
mitts,0.257019438,0.732181425
mixed,0.32699784,0.712742981
mixen,0.332181425,0.785313175
mixer,0.367602592,0.873866091
mixes,0.291576674,0.854859611
mixte,0.381425486,0.786609071
mixup,0.198272138,0.572786177
mizen,0.33174946,0.78488121
mizzy,0.304103672,0.301511879
mneme,0.372354212,0.530453564
moans,0.393520518,0.92224622
moats,0.374946004,0.991360691
mobby,0.358963283,0.361555076
mobes,0.344276458,0.912742981
mobey,0.485961123,0.684665227
mobie,0.442332613,0.827645788
moble,0.444060475,0.825917927
mochi,0.207775378,0.84838013
mochs,0.218574514,0.82462203
mochy,0.360259179,0.596544276
mocks,0.230237581,0.73650108
moder,0.428077754,0.968466523
modes,0.352051836,0.949460043
modge,0.414686825,0.749892009
modii,0.272138229,0.596976242
modus,0.250107991,0.793088553
moers,0.324406048,1.178833693
mofos,0.250107991,0.559827214
moggy,0.38574514,0.348164147
mohel,0.37537797,0.942980562
mohos,0.243196544,0.641468683
mohrs,0.251835853,0.959395248
mohua,0.233693305,0.939092873
mohur,0.29762419,0.844492441
moile,0.534341253,0.899784017
moils,0.367170626,0.87775378
moira,0.374946004,1.07775378
moire,0.530021598,0.986177106
moits,0.357235421,0.896328294
mojos,0.240604752,0.492008639
mokes,0.324838013,0.904103672
mokis,0.255723542,0.796976242
mokos,0.244492441,0.563714903
molal,0.352483801,0.769330454
molas,0.300647948,1.057019438
molds,0.260043197,0.865226782
moled,0.403023758,0.911447084
moles,0.367602592,1.053563715
molla,0.312311015,0.80950324
molls,0.300215983,0.695896328
molly,0.441900648,0.467818575
molto,0.299784017,0.72224622
molts,0.290280778,0.963282937
molys,0.231533477,0.914038877
momes,0.34600432,0.802159827
momma,0.250107991,0.569330454
mommy,0.379697624,0.227645788
momus,0.244060475,0.645788337
monad,0.348164147,0.860907127
monal,0.364578834,0.964146868
monas,0.312742981,1.003023758
monde,0.439308855,0.833261339
mondo,0.281641469,0.570194384
moner,0.455723542,1.018574514
mongo,0.284665227,0.536933045
mongs,0.275161987,0.777969762
monic,0.308423326,0.821598272
monie,0.47775378,0.914470842
monks,0.266090713,0.744708423
monos,0.299352052,0.659179266
monte,0.469546436,0.931317495
monty,0.444060475,0.681209503
moobs,0.298056156,0.538228942
mooch,0.397840173,0.413822894
moods,0.3174946,0.563282937
mooed,0.460475162,0.60950324
mooks,0.311447084,0.496760259
moola,0.369762419,0.75637149
mooli,0.346868251,0.666522678
mools,0.357667387,0.642764579
mooly,0.499352052,0.414686825
moong,0.368466523,0.453131749
moons,0.366306695,0.592224622
moony,0.507991361,0.364146868
moops,0.309287257,0.56112311
moors,0.353347732,0.729157667
moory,0.495032397,0.501079914
moots,0.347732181,0.661339093
moove,0.474730022,0.499784017
moped,0.38012959,0.804319654
moper,0.420734341,0.965442765
mopes,0.344708423,0.946436285
mopey,0.486393089,0.718358531
moppy,0.37062635,0.386609071
mopsy,0.422462203,0.593088553
mopus,0.242764579,0.790064795
morae,0.490280778,1.138660907
moras,0.323110151,1.11663067
morat,0.416846652,1.044492441
moray,0.464794816,0.888552916
morel,0.441900648,1.074298056
mores,0.390064795,1.113174946
moria,0.333045356,1.119654428
morne,0.498488121,0.975809935
morns,0.331317495,0.953779698
morra,0.330453564,0.868682505
morro,0.327861771,0.514038877
morse,0.493304536,1.009935205
morts,0.312742981,1.022894168
mosed,0.389632829,0.91187905
moses,0.354211663,0.808639309
mosey,0.495896328,0.825917927
mosks,0.240604752,0.553779698
mosso,0.299784017,0.442332613
moste,0.444060475,0.98574514
mosts,0.276889849,0.718358531
moted,0.403023758,0.920086393
moten,0.408207343,0.992656587
motes,0.367602592,1.062203024
motet,0.461339093,0.728293737
motey,0.509287257,0.83412527
moths,0.242332613,0.895464363
mothy,0.384017279,0.667386609
motis,0.298488121,0.955075594
motte,0.457451404,0.732181425
motts,0.290280778,0.710151188
motty,0.431965443,0.482073434
motus,0.265658747,0.905831533
motza,0.250971922,0.863930886
mouch,0.363714903,0.610367171
moues,0.390928726,0.948164147
mould,0.358963283,0.697192225
